Status,DAMS_ARK,New Predicate,Clean_Label (used for reconciliation can probably be deleted),Action,clustering label,clustering id,MARC_tag,Sample_Object_ARK,Object_Counts
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb65543427,dams:corporateName,Falange Española Tradicionalista y de las Juntas Ofensivas Nacional-Sindicalistas,VIAF,Falange Española Tradicionalista y de las Juntas Ofensivas Nacional-Sindicalistas,http://viaf.org/viaf/147093871,110,http://library.ucsd.edu/dc/object/bb5871177m,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb3175554h,dams:topic,Families,FAST,Families,http://id.worldcat.org/fast/1728849,150,http://library.ucsd.edu/dc/object/bb4062517g,40
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb0206240s,dams:topic,Family,FAST,Families,http://id.worldcat.org/fast/1728849,150,http://library.ucsd.edu/dc/object/bb6554003g,5
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb0718247b,dams:topic,Family,FAST,Families,http://id.worldcat.org/fast/1728849,150,http://library.ucsd.edu/dc/object/bb64517052,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb7202892f,dams:topic,Family,FAST,Families,http://id.worldcat.org/fast/1728849,150,http://library.ucsd.edu/dc/object/bb3311652p,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7919617z,dams:topic,Family,FAST,Families,http://id.worldcat.org/fast/1728849,150,http://library.ucsd.edu/dc/object/bb68611253,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8533970s,dams:topic,Family,FAST,Families,http://id.worldcat.org/fast/1728849,150,http://library.ucsd.edu/dc/object/bb2629051w,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb9319713w,dams:topic,Family archives,FAST,Family archives,http://id.worldcat.org/fast/920287,150,http://library.ucsd.edu/dc/object/bb19135044,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb2937404d,dams:genreForm,Family histories,FAST,Family histories,http://id.worldcat.org/fast/1919924,155,http://library.ucsd.edu/dc/object/bb6213894z,9
original matched FAST,http://library.ucsd.edu/ark:/20775/bb1776991j,dams:topic,Family history,FAST,Genealogy,http://id.worldcat.org/fast/939652,150,http://library.ucsd.edu/dc/object/bb30398026,5
original matched FAST,http://library.ucsd.edu/ark:/20775/bb1503954k,dams:topic,Family relationships,FAST,Families,http://id.worldcat.org/fast/1728849,150,http://library.ucsd.edu/dc/object/bb66917147,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb5053021z,dams:topic,Family size,FAST,Family size,http://id.worldcat.org/fast/920496,150,http://library.ucsd.edu/dc/object/bb8909712r,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb4745537b,dams:topic,Family--Japan,FAST,Japanese--Family relationships,http://id.worldcat.org/fast/981375,150,http://library.ucsd.edu/dc/object/bb5769013s,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb0138103k,dams:topic,Family-owned business enterprises,FAST,Family-owned business enterprises,http://id.worldcat.org/fast/920575,150,http://library.ucsd.edu/dc/object/bb5291732g,1
split from complex no match,http://library.ucsd.edu/ark:/20775/bb64861592,dams:geographic,Fangataufa Atoll (French Polynesia),LoC,Fangataufa Atoll (French Polynesia),http://id.loc.gov/authorities/subjects/sh96004471,,http://library.ucsd.edu/dc/object/bb5632490h,1
split from complex no match,http://library.ucsd.edu/ark:/20775/bb73735486,dams:geographic,Fangataufa Atoll (French Polynesia),LoC,Fangataufa Atoll (French Polynesia),http://id.loc.gov/authorities/subjects/sh96004471,,http://library.ucsd.edu/dc/object/bb01034288,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb56670961,dams:geographic,Fanning Island,LoC,Fanning Island (Kiribati),http://id.loc.gov/authorities/subjects/sh94006075,151,http://library.ucsd.edu/dc/object/bb5939799f,1
original no match,http://library.ucsd.edu/ark:/20775/bb9796888g,dams:topic,fantasy,,,,,http://library.ucsd.edu/dc/object/bb22882869,54
original matched FAST,http://library.ucsd.edu/ark:/20775/bb76807205,dams:topic,Farm buildings,FAST,Farm buildings,http://id.worldcat.org/fast/920970,150,http://library.ucsd.edu/dc/object/bb4233115m,1
original no match,http://library.ucsd.edu/ark:/20775/bb8943528g,dams:personalName,"Farmer, Wesley",,,,,http://library.ucsd.edu/dc/object/bb2424269n,2
original matched FAST,http://library.ucsd.edu/ark:/20775/bb23904832,dams:topic,Farmers,FAST,Farmers,http://id.worldcat.org/fast/921321,150,http://library.ucsd.edu/dc/object/bb35164396,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb49843644,dams:topic,Farmers,FAST,Farmers,http://id.worldcat.org/fast/921321,150,http://library.ucsd.edu/dc/object/bb80213658,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5769435k,dams:topic,Farms,FAST,Farms,http://id.worldcat.org/fast/921422,150,http://library.ucsd.edu/dc/object/bb1332113k,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8841130v,dams:topic,Farms,FAST,Farms,http://id.worldcat.org/fast/921422,150,http://library.ucsd.edu/dc/object/bb3004436q,2
original matched FAST,http://library.ucsd.edu/ark:/20775/bb8943645b,dams:topic,farms,FAST,Farms,http://id.worldcat.org/fast/921422,150,http://library.ucsd.edu/dc/object/bb02404946,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5666965p,dams:topic,Fascist propaganda,FAST,Fascist propaganda,http://id.worldcat.org/fast/921597,150,http://library.ucsd.edu/dc/object/bb4540106t,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb3619080r,dams:topic,Fashion and architecture,FAST,Fashion and architecture,http://id.worldcat.org/fast/1741616,150,http://library.ucsd.edu/dc/object/bb2561044t,2
original matched FAST,http://library.ucsd.edu/ark:/20775/bb46771045,dams:topic,Fashion and architecture,FAST,Fashion and architecture,http://id.worldcat.org/fast/1741616,150,http://library.ucsd.edu/dc/object/bb9557653r,41
original matched FAST,http://library.ucsd.edu/ark:/20775/bb6998232v,dams:topic,fathers,FAST,Fathers,http://id.worldcat.org/fast/921865,150,http://library.ucsd.edu/dc/object/bb3448712k,17
original matched FAST,http://library.ucsd.edu/ark:/20775/bb9592048m,dams:geographic,Fatu Hiva,LoC,Fatu Hiva (French Polynesia),http://id.loc.gov/authorities/subjects/sh2005001087,151,http://library.ucsd.edu/dc/object/bb5496110j,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb3005015v,dams:topic,faucets (finish hardware),FAST,Faucets,http://id.worldcat.org/fast/921978,150,http://library.ucsd.edu/dc/object/bb0411134x,2
original no match,http://library.ucsd.edu/ark:/20775/bb4233576t,dams:personalName,"Faughn, James Lawrence, 1910-1985",,,,,http://library.ucsd.edu/dc/object/bb8874845f,29
original no match,http://library.ucsd.edu/ark:/20775/bb9728514v,dams:personalName,"Faulkner, D. John, 1942-",VIAF,"Faulkner, D. John, 1942-",http://viaf.org/viaf/273044874,,http://library.ucsd.edu/dc/object/bb9796316t,3
original matched FAST,http://library.ucsd.edu/ark:/20775/bb01721086,dams:personalName,"Faulkner, Douglas",VIAF,"Faulkner, Douglas",http://viaf.org/viaf/59082317,100,http://library.ucsd.edu/dc/object/bb6724656p,3
original no match,http://library.ucsd.edu/ark:/20775/bb24588275,dams:personalName,"Faulkner, John D.",VIAF,"Faulkner, D. John, 1942-",http://viaf.org/viaf/273044874,,http://library.ucsd.edu/dc/object/bb6656519g,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb29025055,dams:topic,Faults (Geology),FAST,Faults (Geology),http://id.worldcat.org/fast/921993,150,http://library.ucsd.edu/dc/object/bb8567673s,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7680725r,dams:geographic,Faynan Wadi (Jordan),LoC,Faynān Wādī (Jordan),http://id.loc.gov/authorities/subjects/sh2008005453,151,http://library.ucsd.edu/dc/object/bb41653353,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb9865152k,dams:topic,feasts,FAST,Fasts and feasts,http://id.worldcat.org/fast/921741,150,http://library.ucsd.edu/dc/object/bb4370224n,5
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb0957161j,dams:topic,Feathers,FAST,Feathers,http://id.worldcat.org/fast/922098,150,http://library.ucsd.edu/dc/object/bb6895448r,39
original matched FAST,http://library.ucsd.edu/ark:/20775/bb99673467,dams:topic,Feathers,FAST,Feathers,http://id.worldcat.org/fast/922098,150,http://library.ucsd.edu/dc/object/bb8090040m,4
split from complex no match,http://library.ucsd.edu/ark:/20775/bb3585033j,dams:corporateName,Federació de Cooperatives de Producció Treball de Catalunya,Local,Federació de Cooperatives de Producció Treball de Catalunya,local-fede-1,,http://library.ucsd.edu/dc/object/bb2048616h,1
original no match,http://library.ucsd.edu/ark:/20775/bb49502370,dams:corporateName,Federació de Cooperatives de Producció Treball de Catalunya,Local,Federació de Cooperatives de Producció Treball de Catalunya,local-fede-1,,http://library.ucsd.edu/dc/object/bb1912669n,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb89093093,dams:corporateName,Federación Anarquista Ibérica,VIAF,Federación Anarquista Ibérica (FAI),http://viaf.org/viaf/140214531,110,http://library.ucsd.edu/dc/object/bb6485770n,14
original matched FAST,http://library.ucsd.edu/ark:/20775/bb36874273,dams:corporateName,Federación Ibérica de Juventudes Libertarias,VIAF,Federación Ibérica de Juventudes Libertarias,http://viaf.org/viaf/157953922,110,http://library.ucsd.edu/dc/object/bb1912669n,1
original no match,http://library.ucsd.edu/ark:/20775/bb34828431,dams:topic,fees (compensation),,,,,http://library.ucsd.edu/dc/object/bb0888962v,3
original no match,http://library.ucsd.edu/ark:/20775/bb5257473j,dams:personalName,"Feher, George, 1924-",VIAF,"Feher, George, 1924-",http://viaf.org/viaf/283894314,,http://library.ucsd.edu/dc/object/bb6451573h,9
original matched FAST,http://library.ucsd.edu/ark:/20775/bb8226848v,dams:personalName,"Feher, Joseph",VIAF,"Feher, Joseph",http://viaf.org/viaf/8626907,100,http://library.ucsd.edu/dc/object/bb2833946m,1
original no match,http://library.ucsd.edu/ark:/20775/bb2015129x,dams:personalName,"Fejer, Jules",,,,,http://library.ucsd.edu/dc/object/bb64515762,4
split from complex no match,http://library.ucsd.edu/ark:/20775/bb55305809,dams:personalName,"Felando, August John, 1929",Local,,,,http://library.ucsd.edu/dc/object/bb3926089k,1
original no match,http://library.ucsd.edu/ark:/20775/bb10253626,dams:personalName,"Felbeck, Horst",VIAF,"Felbeck, Horst",http://viaf.org/viaf/3037977,,http://library.ucsd.edu/dc/object/bb7509603n,2
original matched FAST,http://library.ucsd.edu/ark:/20775/bb01724160,dams:personalName,"Feld, Bernard Taub, 1919-",VIAF,"Feld, Bernard Taub, 1919-",http://viaf.org/viaf/41943834,100,http://library.ucsd.edu/dc/object/bb14352275,1
original no match,http://library.ucsd.edu/ark:/20775/bb6179391k,dams:personalName,Felix Karp,,,,,http://library.ucsd.edu/dc/object/bb6929684v,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb76124373,dams:personalName,Felix Rosen,,,,100,http://library.ucsd.edu/dc/object/bb1468709v,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb8329169s,dams:personalName,Félix Rozen,VIAF,Félix Rozen,http://viaf.org/viaf/96479909,100,http://library.ucsd.edu/dc/object/bb47110604,2
original no match,http://library.ucsd.edu/ark:/20775/bb92848185,dams:personalName,"Felts, W. M.",,,,,http://library.ucsd.edu/dc/object/bb9796350n,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb7032358t,dams:topic,feminism,FAST,Feminism,http://id.worldcat.org/fast/922671,150,http://library.ucsd.edu/dc/object/bb34828363,28
original matched FAST,http://library.ucsd.edu/ark:/20775/bb04793949,dams:topic,fences,FAST,Fences,http://id.worldcat.org/fast/922872,150,http://library.ucsd.edu/dc/object/bb1776334h,13
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb16397602,dams:topic,Fences,FAST,Fences,http://id.worldcat.org/fast/922872,150,http://library.ucsd.edu/dc/object/bb48820324,31
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb2117581n,dams:topic,Fences,FAST,Fences,http://id.worldcat.org/fast/922872,150,http://library.ucsd.edu/dc/object/bb1912461m,2
original matched FAST,http://library.ucsd.edu/ark:/20775/bb43358906,dams:topic,Fences,FAST,Fences,http://id.worldcat.org/fast/922872,150,http://library.ucsd.edu/dc/object/bb7577824v,26
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5428058b,dams:topic,Fences,FAST,Fences,http://id.worldcat.org/fast/922872,150,http://library.ucsd.edu/dc/object/bb9557367z,86
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb94555314,dams:topic,Fences,FAST,Fences,http://id.worldcat.org/fast/922872,150,http://library.ucsd.edu/dc/object/bb05131364,7
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb98650901,dams:topic,Fences,FAST,Fences,http://id.worldcat.org/fast/922872,150,http://library.ucsd.edu/dc/object/bb8909377f,104
original no match,http://library.ucsd.edu/ark:/20775/bb9489598f,dams:personalName,"Fenical, William H.",,,,,http://library.ucsd.edu/dc/object/bb9728052h,9
original matched FAST,http://library.ucsd.edu/ark:/20775/bb0854718v,dams:personalName,"Fenton, George",VIAF,"Fenton, George",http://viaf.org/viaf/85593061,100,http://library.ucsd.edu/dc/object/bb98987488,1
original no match,http://library.ucsd.edu/ark:/20775/bb81585285,dams:personalName,Ferete,,,,,http://library.ucsd.edu/dc/object/bb49157656,2
original no match,http://library.ucsd.edu/ark:/20775/bb06158081,dams:personalName,Fereti,,,,,http://library.ucsd.edu/dc/object/bb43014228,1
original no match,http://library.ucsd.edu/ark:/20775/bb9899249z,dams:personalName,"Fernández Alonso, Álvaro",,,,,http://library.ucsd.edu/dc/object/bb77145654,1
original no match,http://library.ucsd.edu/ark:/20775/bb86023095,dams:personalName,"Fernández Morelo, Ana",,,,,http://library.ucsd.edu/dc/object/bb9147944c,1
original no match,http://library.ucsd.edu/ark:/20775/bb7305367x,dams:personalName,"Fernández Seisdedo, Emilio",,,,,http://library.ucsd.edu/dc/object/bb4984031s,1
original no match,http://library.ucsd.edu/ark:/20775/bb2868370g,dams:personalName,Fernando López Lezcano,VIAF,"López Lezcano, Fernando",http://viaf.org/viaf/51266659,,http://library.ucsd.edu/dc/object/bb8806661m,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb36533799,dams:personalName,Ferrandini,,,,100,http://library.ucsd.edu/dc/object/bb25266594,1
original no match,http://library.ucsd.edu/ark:/20775/bb68615869,dams:personalName,"Ferreira, Simon M.",,,,,http://library.ucsd.edu/dc/object/bb3038562b,7
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb02744940,dams:topic,Ferries,FAST,Ferries,http://id.worldcat.org/fast/923054,150,http://library.ucsd.edu/dc/object/bb78168068,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5974211n,dams:topic,Ferries,FAST,Ferries,http://id.worldcat.org/fast/923054,150,http://library.ucsd.edu/dc/object/bb65198751,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8226799b,dams:topic,Ferries,FAST,Ferries,http://id.worldcat.org/fast/923054,150,http://library.ucsd.edu/dc/object/bb7543775j,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb86363449,dams:topic,Ferries,FAST,Ferries,http://id.worldcat.org/fast/923054,150,http://library.ucsd.edu/dc/object/bb25267671,2
original no match,http://library.ucsd.edu/ark:/20775/bb0820640x,dams:personalName,Ferris,,,,,http://library.ucsd.edu/dc/object/bb7543887h,1
original no match,http://library.ucsd.edu/ark:/20775/bb53940051,dams:personalName,"Ferris, Neil",VIAF,"Ferris, Neil",http://viaf.org/viaf/233290001,,http://library.ucsd.edu/dc/object/bb80215875,1
original no match,http://library.ucsd.edu/ark:/20775/bb9421397f,dams:personalName,"Ferris, Noel",Local,"Ferris, Noel L.",local-ferr-1,,http://library.ucsd.edu/dc/object/bb0990926d,1
original no match,http://library.ucsd.edu/ark:/20775/bb8533962b,dams:personalName,"Ferris, Noel L",Local,"Ferris, Noel L.",local-ferr-1,,http://library.ucsd.edu/dc/object/bb61786895,3
original no match,http://library.ucsd.edu/ark:/20775/bb54281248,dams:personalName,"Ferris, Noel L.",Local,"Ferris, Noel L.",local-ferr-1,,http://library.ucsd.edu/dc/object/bb40966412,4
original matched FAST,http://library.ucsd.edu/ark:/20775/bb18786692,dams:topic,Fertilizer industry,FAST,Fertilizer industry,http://id.worldcat.org/fast/923219,150,http://library.ucsd.edu/dc/object/bb6281069b,3
original no match,http://library.ucsd.edu/ark:/20775/bb1264273j,dams:personalName,"Fessenden, Julianna E., 1970-",,,,,http://library.ucsd.edu/dc/object/bb9693932t,7
original matched FAST,http://library.ucsd.edu/ark:/20775/bb22199714,dams:topic,Festivals,FAST,Festivals,http://id.worldcat.org/fast/923329,150,http://library.ucsd.edu/dc/object/bb3823704p,4
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb3516858f,dams:topic,Festivals,FAST,Festivals,http://id.worldcat.org/fast/923329,150,http://library.ucsd.edu/dc/object/bb8670012h,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb68616506,dams:topic,Festivals,FAST,Festivals,http://id.worldcat.org/fast/923329,150,http://library.ucsd.edu/dc/object/bb14005106,70
original matched FAST,http://library.ucsd.edu/ark:/20775/bb78514837,dams:topic,fiddles,FAST,Violin,http://id.worldcat.org/fast/1167350,150,http://library.ucsd.edu/dc/object/bb91484253,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb96603359,dams:corporateName,Field Museum of Natural History,VIAF,Field Museum of Natural History,http://viaf.org/viaf/131422873,110,http://library.ucsd.edu/dc/object/bb09571884,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb8363394k,dams:corporateName,Field Museum of Natural History.,VIAF,Field Museum of Natural History,http://viaf.org/viaf/131422873,110,http://library.ucsd.edu/dc/object/bb09571884,1
